Ordem Cronológica;Ordem Aberto/Suspenso;Valor de formação do Precatório (Valor de Face);Nº Processo;Nº SEI;Origem;Ação;Liquidação;Protocolo (Data/Hora);Protocolo (Número/Ano)
23252;11898;R$ 26.788,68;0480990009619;;Patos de Minas - 2ª VARA CÍVEL;Cobrança;31/05/2014;07/10/2019 09:44:12;373383 / 2019
23258;11903;R$ 87.249,20;0024043721331;;Belo Horizonte - CENTRASE ESTADUAL;Ordinária;31/08/2009;08/10/2019 09:53:57;375184 / 2019
23269;11913;R$ 331.053,81;0024960940609;;Belo Horizonte - CENTRASE ESTADUAL;Ordinária;30/04/2008;08/10/2019 09:54:11;375195 / 2019
23357;11983;R$ 25.173,51;51018576520188130024;;Belo Horizonte - CENTRASE ESTADUAL;Ordinária;30/06/2018;18/10/2019 10:13:11;390496 / 2019
23459;12053;R$ 61.574,74;0024030902928;;Belo Horizonte - CENTRASE  ESTADUAL;Ordinária;30/04/2011;04/11/2019 11:10:41;410080 / 2019
23461;12054;R$ 20.073,70;0024030902928;;Belo Horizonte - CENTRASE  ESTADUAL;Ordinária;30/04/2011;04/11/2019 11:12:18;410082 / 2019
23463;12055;R$ 27.970,16;0024030902928;;Belo Horizonte - CENTRASE ESTADUAL;Ordinária;30/04/2011;04/11/2019 11:12:21;410084 / 2019
23465;12057;R$ 58.268,10;0024030902928;;Belo Horizonte - CENTRASE  ESTADUAL;Ordinária;30/04/2011;04/11/2019 11:12:23;410086 / 2019
23466;12058;R$ 19.304,95;0024030902928;;Belo Horizonte - CENTRASE  ESTADUAL;Ordinária;30/04/2011;04/11/2019 11:12:25;410087 / 2019
23467;12059;R$ 36.687,61;0024030902928;;Belo Horizonte - CENTRASE  ESTADUAL;Ordinária;30/04/2011;04/11/2019 11:13:41;410088 / 2019
23468;12060;R$ 46.594,67;0024030902928;;Belo Horizonte - CENTRASE  ESTADUAL;Ordinária;30/04/2011;04/11/2019 11:13:43;410089 / 2019
23469;12061;R$ 41.008,55;0024030902928;;Belo Horizonte - CENTRASE  ESTADUAL;Ordinária;30/04/2011;04/11/2019 11:13:44;410090 / 2019
23477;12066;R$ 65.586,65;0480040575320;;Patos de Minas - 1ª VARA CÍVEL;Ordinária;02/12/2016;11/11/2019 09:40:10;418619 / 2019
23487;12074;R$ 20.289,22;0024059016741;;Belo Horizonte - CENTRASE ESTADUAL;Ordinária;30/09/2013;14/11/2019 11:02:47;424460 / 2019
23488;12075;R$ 22.907,95;0024059016741;;Belo Horizonte - CENTRASE ESTADUAL;Ordinária;30/09/2013;14/11/2019 11:02:49;424462 / 2019
23489;12076;R$ 23.705,97;0024059016741;;Belo Horizonte - CENTRASE ESTADUAL;Ordinária;30/09/2013;14/11/2019 11:02:50;424463 / 2019
23492;12078;R$ 23.705,97;0024059016741;;Belo Horizonte - CENTRASE ESTADUAL;Ordinária;30/09/2013;14/11/2019 11:02:54;424466 / 2019
23493;12079;R$ 23.917,36;0024059016741;;Belo Horizonte - CENTRASE ESTADUAL;Ordinária;30/09/2013;14/11/2019 11:02:55;424467 / 2019
23494;12080;R$ 13.016,36;0024059016741;;Belo Horizonte - CENTRASE ESTADUAL;Ordinária;30/09/2013;14/11/2019 11:02:56;424468 / 2019
23496;12081;R$ 15.413,13;0024059016741;;Belo Horizonte - CENTRASE ESTADUAL;Ordinária;30/09/2013;14/11/2019 11:02:59;424470 / 2019
23497;12082;R$ 23.705,97;0024059016741;;Belo Horizonte - CENTRASE ESTADUAL;Ordinária;30/09/2013;14/11/2019 11:03:00;424471 / 2019
23498;12083;R$ 23.705,97;0024059016741;;Belo Horizonte - CENTRASE ESTADUAL;Ordinária;30/09/2013;14/11/2019 11:03:01;424472 / 2019
23503;12087;R$ 23.097,04;0024059016741;;Belo Horizonte - CENTRASE ESTADUAL;Ordinária;30/09/2013;14/11/2019 11:03:08;424477 / 2019
23504;12088;R$ 44.650,93;0024059016741;;Belo Horizonte - CENTRASE ESTADUAL;Ordinária;30/09/2013;14/11/2019 11:03:09;424478 / 2019
23505;12089;R$ 285.452,71;0024015417520;;Belo Horizonte - CENTRASE ESTADUAL;Ordinária;30/08/2015;14/11/2019 11:03:10;424479 / 2019
23514;12095;R$ 266.234,84;0024015417520;;Belo Horizonte - CENTRASE ESTADUAL;Ordinária;30/08/2015;14/11/2019 11:03:25;424488 / 2019
23522;12102;R$ 331.886,93;0024015417520;;Belo Horizonte - CENTRASE ESTADUAL;Ordinária;30/08/2015;14/11/2019 11:10:04;424503 / 2019
23598;12153;R$ 110.470,65;50976968020168130024;;Belo Horizonte - CENTRASE ESTADUAL;Ordinária;30/04/2016;22/11/2019 14:41:35;434739 / 2019
23599;12154;R$ 169.489,53;50976968020168130024;;Belo Horizonte - CENTRASE ESTADUAL;Ordinária;30/04/2016;22/11/2019 14:41:36;434740 / 2019
23600;12155;R$ 152.101,62;50976968020168130024;;Belo Horizonte - CENTRASE ESTADUAL;Ordinária;30/04/2016;22/11/2019 14:41:37;434741 / 2019
23601;12156;R$ 155.337,86;50976968020168130024;;Belo Horizonte - CENTRASE ESTADUAL;Ordinária;30/04/2016;22/11/2019 14:41:38;434742 / 2019
23602;12157;R$ 151.082,28;50976968020168130024;;Belo Horizonte - CENTRASE ESTADUAL;Ordinária;30/04/2016;22/11/2019 14:41:39;434744 / 2019
23603;12158;R$ 161.542,09;50976968020168130024;;Belo Horizonte - CENTRASE ESTADUAL;Ordinária;30/04/2016;22/11/2019 14:41:40;434745 / 2019
23604;12159;R$ 145.322,95;50976968020168130024;;Belo Horizonte - CENTRASE ESTADUAL;Ordinária;30/04/2016;22/11/2019 14:41:41;434746 / 2019
23605;12160;R$ 161.318,37;50976968020168130024;;Belo Horizonte - CENTRASE ESTADUAL;Ordinária;30/04/2016;22/11/2019 14:41:42;434747 / 2019
23606;12161;R$ 187.598,81;50976968020168130024;;Belo Horizonte - CENTRASE ESTADUAL;Ordinária;30/04/2016;22/11/2019 14:41:43;434748 / 2019
23616;12165;R$ 43.680,60;00146791120138130002;;Abaeté - VARA ÚNICA;Indenização;01/08/2018;27/11/2019 09:35:18;439918 / 2019
23617;12166;R$ 122.625,48;00146791120138130002;;Abaeté - VARA ÚNICA;Indenização;01/08/2018;27/11/2019 09:35:28;439919 / 2019
23631;12178;R$ 39.803,25;01437768320058130151;;Cássia - 1ª VARA CÍVEL, CRIMINAL E DA INFÂNCIA E DA JUVENTUDE;Indenização;15/06/2016;04/12/2019 09:26:28;449093 / 2019
23657;12196;R$ 46.651,00;0024030297519;;Belo Horizonte - CENTRASE ESTADUAL;Ordinária;01/02/2016;04/12/2019 10:07:18;449336 / 2019
23660;12198;R$ 52.816,82;0024030297519;;Belo Horizonte - CENTRASE ESTADUAL;Ordinária;01/02/2016;04/12/2019 10:07:22;449339 / 2019
23662;12200;R$ 195.714,34;0024030297519;;Belo Horizonte - CENTRASE ESTADUAL;Ordinária;01/02/2016;04/12/2019 10:07:24;449342 / 2019
23663;12201;R$ 52.164,24;0024030297519;;Belo Horizonte - CENTRASE ESTADUAL;Ordinária;01/02/2016;04/12/2019 10:07:25;449343 / 2019
23700;12224;R$ 121.811,31;0024069925048;;Belo Horizonte - CENTRASE ESTADUAL;Mandado de Segurança;31/05/2015;17/12/2019 14:45:45;468359 / 2019
23717;12238;R$ 70.356,47;0024000510164;;Belo Horizonte - CENTRASE ESTADUAL;Ordinária;28/02/2002;17/12/2019 14:46:06;468382 / 2019
23718;12239;R$ 145.981,07;0024000510164;;Belo Horizonte - CENTRASE ESTADUAL;Ordinária;28/02/2002;17/12/2019 14:46:08;468384 / 2019
23719;12240;R$ 64.904,14;0024000510164;;Belo Horizonte - CENTRASE ESTADUAL;Ordinária;28/02/2002;17/12/2019 14:46:09;468385 / 2019
23720;12241;R$ 83.655,32;0024000510164;;Belo Horizonte - CENTRASE ESTADUAL;Ordinária;28/02/2002;17/12/2019 14:46:10;468386 / 2019
23727;12245;R$ 155.296,19;0024000510164;;Belo Horizonte - CENTRASE ESTADUAL;Ordinária;28/02/2002;17/12/2019 14:46:19;468395 / 2019
23729;12246;R$ 116.063,54;0024000510164;;Belo Horizonte - CENTRASE ESTADUAL;Ordinária;28/02/2002;17/12/2019 14:46:22;468398 / 2019
23731;12248;R$ 99.043,95;0024000510164;;Belo Horizonte - CENTRASE ESTADUAL;Ordinária;28/02/2002;17/12/2019 14:46:24;468400 / 2019
23734;12250;R$ 263.984,69;0024000510164;;Belo Horizonte - CENTRASE ESTADUAL;Ordinária;28/02/2002;17/12/2019 14:46:28;468403 / 2019
23735;12251;R$ 137.637,15;0024000510164;;Belo Horizonte - CENTRASE ESTADUAL;Ordinária;28/02/2002;17/12/2019 14:46:29;468404 / 2019
23952;12394;R$ 54.885,05;0024039858675;;Belo Horizonte - CENTRASE ESTADUAL;Ordinária;28/02/2018;24/01/2020 09:41:44;17524 / 2020
23955;12395;R$ 40.081,80;0024039858675;;Belo Horizonte - CENTRASE ESTADUAL;Ordinária;26/02/2018;24/01/2020 09:41:48;17529 / 2020
23966;12401;R$ 28.898,24;0024039858675;;Belo Horizonte - CENTRASE ESTADUAL;Ordinária;28/02/2018;24/01/2020 09:42:03;17540 / 2020
23984;12410;R$ 20.542,57;0086100006443;;Brasília de Minas - 2ª VARA CÍVEL, CRIMINAL E DE EXECUÇÕES PENAIS;Ordinária;30/06/2017;05/02/2020 09:31:39;30669 / 2020
24250;12607;R$ 67.587,03;51342694920188130024;;Belo Horizonte - CENTRASE ESTADUAL  ;Ordinária;01/06/2009;21/02/2020 15:41:57;55883 / 2020
24251;12608;R$ 35.281,63;51342694920188130024;;Belo Horizonte - CENTRASE ESTADUAL  ;Ordinária;01/06/2009;21/02/2020 15:41:59;55884 / 2020
24257;12613;R$ 46.075,47;51342694920188130024;;Belo Horizonte - CENTRASE ESTADUAL  ;Ordinária;01/06/2009;21/02/2020 15:42:08;55890 / 2020
24259;12614;R$ 130.462,54;51342694920188130024;;Belo Horizonte - CENTRASE ESTADUAL  ;Ordinária;01/06/2009;21/02/2020 15:42:11;55892 / 2020
24263;12618;R$ 28.976,82;51342694920188130024;;Belo Horizonte - CENTRASE ESTADUAL  ;Ordinária;01/06/2009;21/02/2020 15:42:18;55896 / 2020
24270;12621;R$ 30.429,95;51342694920188130024;;Belo Horizonte - CENTRASE ESTADUAL  ;Ordinária;01/06/2009;21/02/2020 15:52:39;55952 / 2020
24280;12625;R$ 116.518,31;51342694920188130024;;Belo Horizonte - CENTRASE ESTADUAL  ;Ordinária;01/06/2009;21/02/2020 15:52:55;55962 / 2020
24281;12626;R$ 40.656,77;51342694920188130024;;Belo Horizonte - CENTRASE ESTADUAL  ;Ordinária;01/06/2009;21/02/2020 15:52:56;55963 / 2020
24282;12627;R$ 47.112,48;51342694920188130024;;Belo Horizonte - CENTRASE ESTADUAL  ;Ordinária;01/06/2009;21/02/2020 15:52:58;55964 / 2020
24284;12628;R$ 56.318,94;51342694920188130024;;Belo Horizonte - CENTRASE ESTADUAL  ;Ordinária;01/06/2009;21/02/2020 15:53:01;55966 / 2020
24286;12630;R$ 19.679,70;51342694920188130024;;Belo Horizonte - CENTRASE ESTADUAL  ;Ordinária;01/06/2009;21/02/2020 15:53:04;55968 / 2020
24287;12631;R$ 37.671,83;51342694920188130024;;Belo Horizonte - CENTRASE ESTADUAL  ;Ordinária;01/06/2009;21/02/2020 15:53:05;55969 / 2020
24358;12678;R$ 28.189,02;0024057003675;;Belo Horizonte - CENTRASE ESTADUAL  ;Ordinária;30/09/2011;06/03/2020 14:26:02;69060 / 2020
24469;12756;R$ 63.964,04;0024991303835;;Belo Horizonte - CENTRASE ESTADUAL  ;Ordinária;28/02/2019;13/03/2020 14:27:09;78148 / 2020
24470;12757;R$ 25.034,40;0024991303835;;Belo Horizonte - CENTRASE ESTADUAL  ;Ordinária;28/02/2019;13/03/2020 14:27:10;78149 / 2020
24471;12758;R$ 46.071,79;0024991303835;;Belo Horizonte - CENTRASE ESTADUAL  ;Ordinária;28/02/2019;13/03/2020 14:27:10;78150 / 2020
24472;12759;R$ 37.222,27;0024991303835;;Belo Horizonte - CENTRASE ESTADUAL  ;Ordinária;28/02/2019;13/03/2020 14:27:12;78151 / 2020
24473;12760;R$ 38.965,55;0024991303835;;Belo Horizonte - CENTRASE ESTADUAL  ;Ordinária;28/02/2019;13/03/2020 14:27:12;78152 / 2020
24474;12761;R$ 111.477,47;0024991303835;;Belo Horizonte - CENTRASE ESTADUAL  ;Ordinária;28/02/2019;13/03/2020 14:27:13;78153 / 2020
24486;12769;R$ 39.724,26;0024991303835;;Belo Horizonte - CENTRASE ESTADUAL  ;Ordinária;28/02/2019;13/03/2020 14:27:22;78166 / 2020
24487;12770;R$ 47.582,09;0024991303835;;Belo Horizonte - CENTRASE ESTADUAL  ;Ordinária;28/02/2019;13/03/2020 14:27:22;78167 / 2020
24488;12771;R$ 44.908,90;0024991303835;;Belo Horizonte - CENTRASE ESTADUAL  ;Ordinária;28/02/2019;13/03/2020 14:27:23;78168 / 2020
24502;12782;R$ 96.280,38;0024991303835;;Belo Horizonte - CENTRASE ESTADUAL  ;Ordinária;28/02/2019;13/03/2020 14:30:33;78214 / 2020
24516;12790;R$ 26.205,41;00004865420148130002;;Abaeté - VARA ÚNICA;Ordinária;02/06/2019;18/03/2020 09:03:59;82476 / 2020
24531;12803;R$ 70.576,70;0512030076602;;Pirapora - 2ª VARA CÍVEL;Ordinária de Cobrança;31/10/2019;14/05/2020 14:39:06;90957 / 2020
24675;12909;R$ 126.369,71;0512120046887;;Pirapora - 2ª VARA CÍVEL;Ordinária de Cobrança;01/11/2018;23/06/2020 14:18:41;103370 / 2020
24862;13052;R$ 71.814,62;00256930320028130026;;Andradas - 2ª VARA CÍVEL, CRIMINAL E DE EXECUÇÕES PENAIS;Ordinária de Indenização;01/03/2019;28/01/2020 09:17:45;20391 / 2020
24863;13053;R$ 31.958,48;00256930320028130026;;Andradas - 2ª VARA CÍVEL, CRIMINAL E DE EXECUÇÕES PENAIS;Ordinária de Indenização;01/03/2019;28/01/2020 09:17:46;20392 / 2020
24864;13054;R$ 31.958,48;00256930320028130026;;Andradas - 2ª VARA CÍVEL, CRIMINAL E DE EXECUÇÕES PENAIS;Ordinária de Indenização;01/03/2019;28/01/2020 09:17:47;20393 / 2020
24865;13055;R$ 31.958,48;00256930320028130026;;Andradas - 2ª VARA CÍVEL, CRIMINAL E DE EXECUÇÕES PENAIS;Ordinária de Indenização;01/03/2019;28/01/2020 09:17:48;20394 / 2020
24866;13056;R$ 94.742,10;00256930320028130026;;Andradas - 2ª VARA CÍVEL, CRIMINAL E DE EXECUÇÕES PENAIS;Ordinária de Indenização;01/03/2019;28/01/2020 09:17:48;20395 / 2020
24867;13057;R$ 48.855,66;00256930320028130026;;Andradas - 2ª VARA CÍVEL, CRIMINAL E DE EXECUÇÕES PENAIS;Ordinária de Indenização;01/03/2019;28/01/2020 09:17:50;20396 / 2020
24868;13058;R$ 48.855,67;00256930320028130026;;Andradas - 2ª VARA CÍVEL, CRIMINAL E DE EXECUÇÕES PENAIS;Ordinária de Indenização;01/03/2019;28/01/2020 09:17:51;20397 / 2020
24869;13059;R$ 71.814,62;00256930320028130026;;Andradas - 2ª VARA CÍVEL, CRIMINAL E DE EXECUÇÕES PENAIS;Ordinária de Indenização;01/03/2019;28/01/2020 09:17:53;20398 / 2020
24870;13060;R$ 31.958,48;00256930320028130026;;Andradas - 2ª VARA CÍVEL, CRIMINAL E DE EXECUÇÕES PENAIS;Ordinária de Indenização;01/03/2019;28/01/2020 09:17:54;20399 / 2020
24871;13061;R$ 26.386,85;00256930320028130026;;Andradas - 2ª VARA CÍVEL, CRIMINAL E DE EXECUÇÕES PENAIS;Ordinária de Indenização;01/03/2019;28/01/2020 09:17:55;20400 / 2020
24872;13062;R$ 26.386,85;00256930320028130026;;Andradas - 2ª VARA CÍVEL, CRIMINAL E DE EXECUÇÕES PENAIS;Ordinária de Indenização;01/03/2019;28/01/2020 09:17:56;20401 / 2020
24873;13063;R$ 39.580,28;00256930320028130026;;Andradas - 2ª VARA CÍVEL, CRIMINAL E DE EXECUÇÕES PENAIS;Ordinária de Indenização;01/03/2019;28/01/2020 09:17:57;20402 / 2020
24874;13064;R$ 79.160,56;00256930320028130026;;Andradas - 2ª VARA CÍVEL, CRIMINAL E DE EXECUÇÕES PENAIS;Ordinária de Indenização;01/03/2019;28/01/2020 09:17:58;20403 / 2020
24875;13065;R$ 39.580,28;00256930320028130026;;Andradas - 2ª VARA CÍVEL, CRIMINAL E DE EXECUÇÕES PENAIS;Ordinária de Indenização;01/03/2019;28/01/2020 09:17:58;20404 / 2020
24876;13066;R$ 31.958,48;00256930320028130026;;Andradas - 2ª VARA CÍVEL, CRIMINAL E DE EXECUÇÕES PENAIS;Ordinária de Indenização;01/03/2019;28/01/2020 09:17:59;20405 / 2020
24877;13067;R$ 54.732,91;00256930320028130026;;Andradas - 2ª VARA CÍVEL, CRIMINAL E DE EXECUÇÕES PENAIS;Ordinária de Indenização;01/03/2002;28/01/2020 09:18:00;20406 / 2020
24886;13076;R$ 48.172,30;0261950006161;;Formiga - 2ª VARA CÍVEL;Ordinária;30/06/2009;17/02/2020 09:47:14;45306 / 2020
24887;13077;R$ 48.172,30;0261950006161;;Formiga - 2ª VARA CÍVEL;Ordinária;30/06/2009;17/02/2020 09:47:16;45307 / 2020
24908;13095;R$ 223.882,74;50000410320198130704;;Unaí - 1ª VARA CÍVEL;Indenização;30/01/2019;09/06/2020 13:43:06;98365 / 2020
24924;13109;R$ 86.885,72;0447080064960;;Nova Era - VARA ÚNICA;Indenização;26/05/2017;30/06/2020 14:56:42;106004 / 2020
25063;13247;R$ 28.341,06;50013404320198130145;0057516-59.2021.8.13.0145;Juiz de Fora - VARA DA FAZENDA PÚBLICA E AUTARQUIAS ESTADUAIS;Indenização;07/03/2019;07/05/2021 16:51:02;110502 / 2021
25126;13310;R$ 42.737,38;16736464620098130479;0068208-85.2021.8.13.0479;Passos - 3ª VARA CÍVEL;Indenização;28/03/2019;31/05/2021 16:16:07;136819 / 2021
25768;13951;R$ 180.764,62;50065965420208130525;0069665-14.2021.8.13.0525;Pouso Alegre - 1ª VARA CÍVEL;Ordinária;31/07/2020;01/07/2021 16:04:45;173083 / 2021
25817;13999;R$ 33.615,53;51548075120188130024;0075659-71.2021.8.13.0024;Belo Horizonte - CENTRASE FAZENDA PÚBLICA ESTADUAL;Ordinária;30/09/2018;01/07/2021 16:08:49;173539 / 2021
25886;14066;R$ 566.821,17;50013404320198130145;0052668-29.2021.8.13.0145;Juiz de Fora - VARA DA FAZENDA PÚBLICA E AUTARQUIAS ESTADUAIS;Indenização;07/03/2019;07/05/2021 16:50:31;110501 / 2021
25898;14078;R$ 105.868,58;04213038120038130480;0072043-78.2021.8.13.0480;Patos de Minas - 2ª VARA CÍVEL;Indenização;31/08/2015;31/05/2021 13:40:52;136151 / 2021
25929;14109;R$ 55.067,40;0461970003822;0094684-20.2021.8.13.0461;Ouro Preto - 1ª VARA CÍVEL;Civil Pública Ambiental;28/02/2019;24/06/2021 13:28:03;163081 / 2021
25936;14116;R$ 56.025,88;51548075120188130024;0075675-25.2021.8.13.0024;Belo Horizonte - CENTRASE FAZENDA PÚBLICA ESTADUAL;Indenização;30/09/2018;29/06/2021 16:50:00;173873 / 2021
25937;14117;R$ 56.025,88;51548075120188130024;0075704-75.2021.8.13.0024;Belo Horizonte - CENTRASE FAZENDA PÚBLICA ESTADUAL;Ordinária;30/09/2018;29/06/2021 16:50:03;173874 / 2021
25938;14118;R$ 56.025,88;51548075120188130024;0075677-92.2021.8.13.0024;Belo Horizonte - CENTRASE FAZENDA PÚBLICA ESTADUAL;Ordinária;30/09/2018;29/06/2021 16:51:00;173875 / 2021
25939;14119;R$ 56.025,88;51548075120188130024;0075688-24.2021.8.13.0024;Belo Horizonte - CENTRASE ;Ordinária;30/09/2018;30/06/2021 09:01:00;174283 / 2021
25940;14120;R$ 56.025,88;51548075120188130024;0075684-84.2021.8.13.0024;Belo Horizonte - CENTRASE FAZENDA PÚBLICA ESTADUAL;Ordinária;30/09/2018;30/06/2021 09:02:00;174284 / 2021
25941;14121;R$ 56.025,88;51548075120188130024;0075697-83.2021.8.13.0024;Belo Horizonte - 2ª VARA CRIMINAL;Ordinária;30/09/2018;30/06/2021 09:04:10;174288 / 2021
22;15;R$ 202.127,30;07086216720048130518;;Poços de Caldas - 2ª VARA CÍVEL;Indenização;31/07/2013;13/11/2018 09:27:50;547987 / 2018
25;17;R$ 211.324,94;50050153020178130518;;Poços de Caldas - 3ª VARA CÍVEL;Cobrança;01/10/2017;23/07/2018 09:57:08;352074 / 2018
26;18;R$ 127.985,49;01455792320128130518;;Poços de Caldas - 3ª VARA CÍVEL;Ordinária;09/04/2018;25/09/2018 09:50:22;464809 / 2018
9;5;R$ 12.618,01;50032340320178130702;;Uberlândia - 2ª VARA DE FAZENDA PÚBLICA E AUTARQUIAS;Indenização;08/02/2017;02/05/2018 11:14:39;200294 / 2018
10;6;R$ 12.618,01;50032340320178130702;;Uberlândia - 2ª VARA DE FAZENDA PÚBLICA E AUTARQUIAS;Indenização;08/02/2017;04/05/2018 14:10:22;206658 / 2018
11;7;R$ 7.418.090,61;0702990588924;;Uberlândia - 2ª VARA DE FAZENDA PÚBLICA E AUTARQUIAS;Indenização;25/04/2011;07/06/2018 17:23:02;264861 / 2018
20;16;R$ 66.285,76;0702041570293;;Uberlândia - 1ª VARA DE FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;01/06/2016;07/08/2018 09:14:07;378429 / 2018
60;56;R$ 178.122,31;0702110200228;;Uberlândia - 1ª VARA DE FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/03/2018;06/11/2018 09:11:38;535102 / 2018
88;84;R$ 10.162,03;50154222820178130702;;Uberlândia - 1ª VARA DE FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/06/2017;08/04/2019 09:14:40;127252 / 2019
91;87;R$ 21.741,92;0702120727780;;Uberlândia - 1ª VARA DE FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/04/2018;09/04/2019 09:27:05;129472 / 2019
94;90;R$ 92.570,15;0702041570301;;Uberlândia - 2ª VARA DE FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/09/2017;24/04/2019 10:11:10;147837 / 2019
101;97;R$ 61.282,69;0702052221109;;Uberlândia - 1ª VARA DE FAZENDA PÚBLICA E AUTARQUIAS;Indenização;30/06/2018;31/05/2019 17:27:01;204835 / 2019
106;102;R$ 24.038,00;50140760820188130702;;Uberlândia - 1ª VARA DE FAZENDA PÚBLICA E AUTARQUIAS;Resposabilidade Civil por Danos Morais e Materiais;30/04/2018;05/06/2019 09:43:34;209485 / 2019
108;104;R$ 321.793,54;50224548420178130702;;Uberlândia - 2ª VARA DE FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/06/2016;19/06/2019 09:35:41;230068 / 2019
112;108;R$ 37.213,72;50224548420178130702;;Uberlândia - 2ª VARA DE FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/06/2016;28/06/2019 13:03:31;241470 / 2019
113;109;R$ 38.651,24;50224548420178130702;;Uberlândia - 2ª VARA DE FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/06/2016;28/06/2019 13:03:31;241471 / 2019
114;110;R$ 18.401,39;50224548420178130702;;Uberlândia - 2ª VARA DE FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/06/2016;28/06/2019 13:03:32;241472 / 2019
115;111;R$ 35.820,38;50224548420178130702;;Uberlândia - 2ª VARA DE FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/06/2016;28/06/2019 13:03:37;241473 / 2019
116;112;R$ 37.255,38;50224548420178130702;;Uberlândia - 2ª VARA DE FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/06/2016;28/06/2019 13:03:38;241474 / 2019
117;113;R$ 28.361,53;50224548420178130702;;Uberlândia - 2ª VARA DE FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/06/2016;28/06/2019 13:03:39;241475 / 2019
118;114;R$ 39.769,24;50224548420178130702;;Uberlândia - 2ª VARA DE FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/06/2016;28/06/2019 13:03:40;241476 / 2019
119;115;R$ 35.329,23;50224548420178130702;;Uberlândia - 2ª VARA DE FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/06/2016;28/06/2019 13:03:42;241477 / 2019
120;116;R$ 33.311,96;50224548420178130702;;Uberlândia - 2ª VARA DE FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/06/2016;28/06/2019 13:03:43;241478 / 2019
121;117;R$ 33.462,81;50224548420178130702;;Uberlândia - 2ª VARA DE FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/06/2016;28/06/2019 13:03:44;241479 / 2019
122;118;R$ 36.253,86;50224548420178130702;;Uberlândia - 2ª VARA DE FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/06/2016;28/06/2019 13:03:45;241480 / 2019
123;119;R$ 38.471,22;50224548420178130702;;Uberlândia - 2ª VARA DE FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/06/2016;28/06/2019 13:03:45;241521 / 2019
124;120;R$ 49.509,77;50224548420178130702;;Uberlândia - 2ª VARA DE FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/06/2016;28/06/2019 13:03:46;241522 / 2019
